ScrapingDate,ProductID,DiscountPercentage,SellingPrice,IsPromotional,UnitsSold
2026-06-26,P1116,0.1047,1201.05,0,3
2026-06-27,P1116,0.0665,1252.31,0,3
2026-06-28,P1116,0.1114,1192.04,0,2
2026-06-29,P1116,0.0765,1238.86,0,2
2026-06-30,P1116,0.0729,1243.69,0,2
2026-07-01,P1116,0.0938,1215.65,0,3
2026-07-02,P1116,0.0763,1239.11,0,3
2026-07-03,P1116,0.0949,1214.11,0,0
2026-07-04,P1116,0.1082,1196.27,0,0
2026-07-05,P1116,0.0904,1220.25,0,0
2026-07-06,P1116,0.0759,1239.64,0,1
2026-07-07,P1116,0.0597,1261.35,0,3
2026-07-08,P1116,0.0801,1234.06,0,0
2026-07-09,P1116,0.0712,1245.96,0,2
2026-07-10,P1116,0.0929,1216.81,0,2
2026-07-11,P1116,0.0664,1252.36,0,2
2026-07-12,P1116,0.0961,1212.52,0,0
2026-07-13,P1116,0.1066,1198.42,0,1
2026-07-14,P1116,0.0587,1262.75,0,4
2026-03-17,P1117,0.1192,5335.95,0,0
2026-03-18,P1117,0.1422,5196.71,0,0
2026-03-19,P1117,0.1016,5442.55,0,1
2026-03-20,P1117,0.1163,5353.53,0,1
2026-03-21,P1117,0.1101,5391.45,0,0
2026-03-22,P1117,0.1019,5440.67,0,0
2026-03-23,P1117,0.1002,5450.94,0,0
2026-03-24,P1117,0.12,5331.3,0,1
2026-03-25,P1117,0.1166,5352.07,0,1
2026-03-26,P1117,0.1094,5395.29,0,0
2026-03-27,P1117,0.1362,5233.02,0,2
2026-03-28,P1117,0.1109,5386.35,0,1
2026-03-29,P1117,0.0976,5466.97,0,0
2026-03-30,P1117,0.1041,5427.48,0,3
2026-03-31,P1117,0.0907,5508.81,0,1
2026-04-01,P1117,0.134,5246.53,0,0
2026-04-02,P1117,0.3011,4233.86,1,0
2026-04-03,P1117,0.2274,4680.44,1,1
2026-04-04,P1117,0.3962,3657.89,1,4
2026-04-05,P1117,0.3202,4118.43,1,2
2026-04-06,P1117,0.353,3919.59,1,0
2026-04-07,P1117,0.1038,5429.07,0,0
2026-04-08,P1117,0.1079,5404.32,0,0
2026-04-09,P1117,0.1127,5375.26,0,0
2026-04-10,P1117,0.0984,5462.15,0,0
2026-04-11,P1117,0.0851,5542.53,0,1
2026-04-12,P1117,0.0941,5488.16,0,0
2026-04-13,P1117,0.1113,5384.18,0,1
2026-04-14,P1117,0.1164,5352.84,0,0
2026-04-15,P1117,0.1098,5393.25,0,0
2026-04-16,P1117,0.0987,5460.12,0,0
2026-04-17,P1117,0.0831,5555.0,0,1
2026-04-18,P1117,0.0946,5485.1,0,1
2026-04-19,P1117,0.1059,5416.82,0,0
2026-04-20,P1117,0.1373,5226.1,0,2
2026-04-21,P1117,0.1085,5401.03,0,0
2026-04-22,P1117,0.1167,5351.31,0,2
2026-04-23,P1117,0.074,5610.04,0,0
2026-04-24,P1117,0.0988,5459.59,0,1
2026-04-25,P1117,0.0953,5480.56,0,0
2026-04-26,P1117,0.1075,5406.85,0,1
2026-04-27,P1117,0.0812,5566.45,0,0
2026-04-28,P1117,0.1061,5415.14,0,1
2026-04-29,P1117,0.0812,5566.3,0,2
2026-04-30,P1117,0.1141,5366.92,0,0
2026-05-01,P1117,0.0921,5500.29,0,0
2026-05-02,P1117,0.1101,5391.11,0,0
2026-05-03,P1117,0.1046,5424.62,0,0
2026-05-04,P1117,0.1101,5391.03,0,0
2026-05-05,P1117,0.1402,5208.98,0,0
2026-05-06,P1117,0.1184,5341.11,0,0
2026-05-07,P1117,0.1012,5445.33,0,0
2026-05-08,P1117,0.1046,5424.63,0,0
2026-05-09,P1117,0.12,5331.19,0,0
2026-05-10,P1117,0.0913,5504.97,0,2
2026-05-11,P1117,0.1012,5445.21,0,1
2026-05-12,P1117,0.0829,5556.01,0,0
2026-05-13,P1117,0.1061,5415.14,0,0
2026-05-14,P1117,0.1359,5234.82,0,0
2026-05-15,P1117,0.0937,5490.73,0,0
2026-05-16,P1117,0.1028,5435.5,0,0
2026-05-17,P1117,0.1103,5389.65,0,2
2026-05-18,P1117,0.1162,5354.48,0,0
2026-05-19,P1117,0.1149,5361.98,0,0
2026-05-20,P1117,0.1023,5438.64,0,1
2026-05-21,P1117,0.0996,5455.04,0,0
2026-05-22,P1117,0.1114,5383.37,0,0
2026-05-23,P1117,0.104,5428.29,0,0
2026-05-24,P1117,0.133,5252.54,0,1
2026-05-25,P1117,0.0889,5519.77,0,0
2026-05-26,P1117,0.0961,5476.21,0,1
2026-05-27,P1117,0.1167,5351.38,0,0
2026-05-28,P1117,0.0857,5539.23,0,0
2026-05-29,P1117,0.1195,5334.24,0,1
2026-05-30,P1117,0.1102,5390.52,0,1
2026-05-31,P1117,0.1122,5378.33,0,0
2026-06-01,P1117,0.1156,5357.78,0,1
2026-06-02,P1117,0.1193,5335.34,0,0
2026-06-03,P1117,0.0854,5540.69,0,0
2026-06-04,P1117,0.0964,5473.86,0,1
2026-06-05,P1117,0.1082,5402.39,0,2
2026-06-06,P1117,0.0924,5498.67,0,0
2026-06-07,P1117,0.1124,5376.98,0,1
2026-06-08,P1117,0.1125,5376.91,0,1
2026-06-09,P1117,0.1225,5315.8,0,0
2026-06-10,P1117,0.1276,5285.37,0,1
2026-06-11,P1117,0.107,5409.65,0,1
2026-06-12,P1117,0.1193,5335.58,0,0
2026-06-13,P1117,0.117,5349.48,0,0
2026-06-14,P1117,0.0658,5659.46,0,0
2026-06-15,P1117,0.0972,5469.59,0,1
2026-06-16,P1117,0.1128,5374.58,0,0
2026-06-17,P1117,0.101,5446.4,0,0
2026-06-18,P1117,0.086,5537.38,0,1
2026-06-19,P1117,0.0876,5527.21,0,1
2026-06-20,P1117,0.0931,5494.35,0,1
2026-06-21,P1117,0.1263,5292.99,0,0
2026-06-22,P1117,0.1143,5365.54,0,0
2026-06-23,P1117,0.0885,5521.77,0,1
2026-06-24,P1117,0.0962,5475.48,0,2
2026-06-25,P1117,0.1043,5426.57,0,1
2026-06-26,P1117,0.1169,5349.94,0,0
2026-06-27,P1117,0.1324,5256.18,0,0
2026-06-28,P1117,0.094,5488.65,0,1
2026-06-29,P1117,0.1406,5206.24,0,0
2026-06-30,P1117,0.1438,5187.25,0,2
2026-07-01,P1117,0.1242,5305.71,0,0
2026-07-02,P1117,0.0951,5482.08,0,0
2026-07-03,P1117,0.0973,5468.48,0,1
2026-07-04,P1117,0.1013,5444.68,0,0
2026-07-05,P1117,0.1098,5393.0,0,0
2026-07-06,P1117,0.1054,5419.84,0,0
2026-07-07,P1117,0.1252,5299.47,0,0
2026-07-08,P1117,0.1087,5399.62,0,1
2026-07-09,P1117,0.1006,5448.82,0,1
2026-07-10,P1117,0.1248,5301.91,0,0
2026-07-11,P1117,0.0958,5477.62,0,0
2026-07-12,P1117,0.1299,5270.92,0,1
2026-07-13,P1117,0.0935,5491.85,0,0
2026-07-14,P1117,0.1236,5309.4,0,0
2026-03-17,P1118,0.1667,7015.07,0,1
2026-03-18,P1118,0.1567,7098.7,0,0
2026-03-19,P1118,0.1526,7132.97,0,1
2026-03-20,P1118,0.3991,5058.58,1,1
2026-03-21,P1118,0.3198,5725.65,1,1
2026-03-22,P1118,0.5116,4111.27,1,1
2026-03-23,P1118,0.4042,5015.01,1,1
2026-03-24,P1118,0.4016,5037.48,1,0
2026-03-25,P1118,0.3893,5141.02,1,0
2026-03-26,P1118,0.4418,4699.03,1,0
2026-03-27,P1118,0.1617,7057.09,0,0
2026-03-28,P1118,0.1486,7167.15,0,1
2026-03-29,P1118,0.1547,7115.57,0,0
2026-03-30,P1118,0.1761,6935.94,0,0
2026-03-31,P1118,0.1396,7242.54,0,1
2026-04-01,P1118,0.1624,7050.59,0,1
2026-04-02,P1118,0.147,7180.48,0,1
2026-04-03,P1118,0.1257,7359.52,0,0
2026-04-04,P1118,0.1593,7076.99,0,0
2026-04-05,P1118,0.1446,7200.82,0,1
2026-04-06,P1118,0.1594,7076.12,0,0
2026-04-07,P1118,0.1701,6986.31,0,2
2026-04-08,P1118,0.1474,7177.37,0,0
2026-04-09,P1118,0.1743,6950.91,0,2
2026-04-10,P1118,0.1642,7035.84,0,1
2026-04-11,P1118,0.1553,7110.63,0,0
2026-04-12,P1118,0.1827,6879.6,0,0
2026-04-13,P1118,0.1465,7184.94,0,0
2026-04-14,P1118,0.1818,6887.32,0,0
2026-04-15,P1118,0.1738,6954.5,0,1
2026-04-16,P1118,0.1635,7041.75,0,1
2026-04-17,P1118,0.133,7298.1,0,0
2026-04-18,P1118,0.167,7011.8,0,1
2026-04-19,P1118,0.1651,7028.0,0,1
2026-04-20,P1118,0.1734,6958.37,0,0
2026-04-21,P1118,0.1675,7007.91,0,0
2026-04-22,P1118,0.1632,7043.77,0,1
2026-04-23,P1118,0.1714,6975.51,0,1
2026-04-24,P1118,0.1311,7313.98,0,0
2026-04-25,P1118,0.1752,6943.05,0,1
2026-04-26,P1118,0.3127,5785.95,1,0
2026-04-27,P1118,0.3215,5711.33,1,0
2026-04-28,P1118,0.3529,5446.94,1,1
2026-04-29,P1118,0.3924,5114.5,1,1
2026-04-30,P1118,0.4736,4431.52,1,0
2026-05-01,P1118,0.4235,4853.05,1,0
2026-05-02,P1118,0.1367,7267.28,0,0
2026-05-03,P1118,0.1871,6843.1,0,0
2026-05-04,P1118,0.1447,7200.22,0,0
2026-05-05,P1118,0.1465,7184.31,0,0
2026-05-06,P1118,0.1419,7223.68,0,0
2026-05-07,P1118,0.1714,6975.06,0,0
2026-05-08,P1118,0.1784,6915.99,0,0
2026-05-09,P1118,0.149,7163.67,0,1
2026-05-10,P1118,0.1484,7168.39,0,0
2026-05-11,P1118,0.1665,7016.5,0,1
2026-05-12,P1118,0.1748,6946.76,0,0
2026-05-13,P1118,0.1855,6856.1,0,1
2026-05-14,P1118,0.1803,6900.36,0,0
2026-05-15,P1118,0.177,6927.54,0,1
2026-05-16,P1118,0.1791,6910.69,0,0
2026-05-17,P1118,0.1542,7119.54,0,0
2026-05-18,P1118,0.1685,6999.66,0,0
2026-05-19,P1118,0.145,7197.61,0,0
2026-05-20,P1118,0.3303,5637.49,1,0
2026-05-21,P1118,0.3678,5322.03,1,1
2026-05-22,P1118,0.3705,5299.46,1,0
2026-05-23,P1118,0.3736,5273.03,1,1
2026-05-24,P1118,0.3125,5786.98,1,4
2026-05-25,P1118,0.385,5176.68,1,0
2026-05-26,P1118,0.4691,4469.46,1,1
2026-05-27,P1118,0.3789,5228.43,1,1
2026-05-28,P1118,0.1448,7199.2,0,0
2026-05-29,P1118,0.1597,7073.77,0,0
2026-05-30,P1118,0.1127,7469.28,0,0
2026-05-31,P1118,0.1592,7077.76,0,0
2026-06-01,P1118,0.1772,6926.46,0,0
2026-06-02,P1118,0.168,7003.85,0,0
2026-06-03,P1118,0.1727,6964.32,0,1
2026-06-04,P1118,0.166,7020.75,0,0
2026-06-05,P1118,0.185,6860.96,0,0
2026-06-06,P1118,0.1825,6881.77,0,0
2026-06-07,P1118,0.1456,7192.33,0,0
2026-06-08,P1118,0.1671,7011.06,0,1
2026-06-09,P1118,0.1514,7143.76,0,1
2026-06-10,P1118,0.1599,7071.74,0,1
2026-06-11,P1118,0.1595,7075.28,0,0
2026-06-12,P1118,0.1464,7185.43,0,0
2026-06-13,P1118,0.1679,7004.49,0,0
2026-06-14,P1118,0.1349,7281.97,0,1
2026-06-15,P1118,0.1583,7085.73,0,0
2026-06-16,P1118,0.149,7164.07,0,0
2026-06-17,P1118,0.1675,7007.51,0,1
2026-06-18,P1118,0.157,7096.13,0,1
2026-06-19,P1118,0.1617,7057.09,0,0
2026-06-20,P1118,0.1467,7182.71,0,1
2026-06-21,P1118,0.1577,7090.79,0,0
2026-06-22,P1118,0.1516,7141.85,0,1
2026-06-23,P1118,0.143,7213.77,0,0
2026-06-24,P1118,0.1453,7195.02,0,0
2026-06-25,P1118,0.1602,7069.77,0,0
2026-06-26,P1118,0.1554,7109.48,0,0
2026-06-27,P1118,0.1731,6960.91,0,1
2026-06-28,P1118,0.1478,7174.17,0,0
2026-06-29,P1118,0.1621,7053.31,0,0
2026-06-30,P1118,0.1323,7303.87,0,0
2026-07-01,P1118,0.1538,7122.96,0,2
2026-07-02,P1118,0.1704,6983.69,0,1
2026-07-03,P1118,0.1542,7119.55,0,0
2026-07-04,P1118,0.1557,7107.18,0,1
2026-07-05,P1118,0.1961,6766.91,0,0
2026-07-06,P1118,0.1483,7169.36,0,0
2026-07-07,P1118,0.1617,7056.64,0,0
2026-07-08,P1118,0.1487,7165.99,0,0
2026-07-09,P1118,0.146,7188.54,0,0
2026-07-10,P1118,0.1292,7330.61,0,3
2026-07-11,P1118,0.1535,7125.71,0,0
2026-07-12,P1118,0.1707,6981.02,0,0
2026-07-13,P1118,0.135,7281.19,0,0
2026-07-14,P1118,0.1468,7182.54,0,0
2026-03-17,P1119,0.0566,6101.38,0,0
2026-03-18,P1119,0.0861,5910.67,0,0
2026-03-19,P1119,0.0678,6029.46,0,0
2026-03-20,P1119,0.0779,5963.65,0,1
2026-03-21,P1119,0.0959,5847.46,0,1
2026-03-22,P1119,0.0864,5908.74,0,2
2026-03-23,P1119,0.0748,5984.22,0,0
2026-03-24,P1119,0.0929,5866.8,0,0
2026-03-25,P1119,0.1071,5775.28,0,0
2026-03-26,P1119,0.0752,5981.35,0,0
2026-03-27,P1119,0.0671,6033.72,0,1
2026-03-28,P1119,0.1068,5776.88,0,1
2026-03-29,P1119,0.0754,5980.09,0,0
2026-03-30,P1119,0.1002,5819.53,0,0
2026-03-31,P1119,0.0871,5904.1,0,0
2026-04-01,P1119,0.0766,5972.13,0,0
2026-04-02,P1119,0.0716,6004.45,0,1
2026-04-03,P1119,0.091,5879.02,0,0
2026-04-04,P1119,0.0854,5915.2,0,1
2026-04-05,P1119,0.0709,6009.23,0,0
2026-04-06,P1119,0.0722,6000.59,0,0
2026-04-07,P1119,0.0824,5934.97,0,2
2026-04-08,P1119,0.0923,5870.6,0,0
2026-04-09,P1119,0.1226,5674.85,0,1
2026-04-10,P1119,0.0883,5896.53,0,1
2026-04-11,P1119,0.0729,5996.48,0,0
2026-04-12,P1119,0.0991,5826.51,0,1
2026-04-13,P1119,0.0829,5931.43,0,0
2026-04-14,P1119,0.4328,3668.19,1,1
2026-04-15,P1119,0.2935,4569.35,1,1
2026-04-16,P1119,0.4106,3811.87,1,1
2026-04-17,P1119,0.2237,5020.79,1,2
2026-04-18,P1119,0.3029,4508.71,1,0
2026-04-19,P1119,0.3641,4113.14,1,1
2026-04-20,P1119,0.0971,5839.62,0,0
2026-04-21,P1119,0.074,5988.84,0,0
2026-04-22,P1119,0.1035,5798.19,0,0
2026-04-23,P1119,0.0876,5901.4,0,1
2026-04-24,P1119,0.0972,5839.14,0,0
2026-04-25,P1119,0.0949,5853.62,0,0
2026-04-26,P1119,0.0621,6066.38,0,0
2026-04-27,P1119,0.0643,6051.6,0,0
2026-04-28,P1119,0.0939,5860.32,0,2
2026-04-29,P1119,0.0923,5871.05,0,0
2026-04-30,P1119,0.0266,6295.76,0,0
2026-05-01,P1119,0.0946,5856.06,0,1
2026-05-02,P1119,0.0728,5996.67,0,1
2026-05-03,P1119,0.0537,6120.57,0,2
2026-05-04,P1119,0.0829,5931.8,0,0
2026-05-05,P1119,0.0714,6005.93,0,0
2026-05-06,P1119,0.0944,5857.46,0,1
2026-05-07,P1119,0.0795,5953.38,0,1
2026-05-08,P1119,0.0933,5864.46,0,0
2026-05-09,P1119,0.0863,5909.46,0,1
2026-05-10,P1119,0.083,5930.75,0,0
2026-05-11,P1119,0.0817,5939.12,0,0
2026-05-12,P1119,0.0846,5920.49,0,0
2026-05-13,P1119,0.08,5950.25,0,1
2026-05-14,P1119,0.0668,6035.52,0,0
2026-05-15,P1119,0.0948,5854.34,0,0
2026-05-16,P1119,0.0863,5909.34,0,0
2026-05-17,P1119,0.0644,6051.24,0,0
2026-05-18,P1119,0.0625,6063.26,0,0
2026-05-19,P1119,0.0399,6209.35,0,0
2026-05-20,P1119,0.0758,5977.34,0,2
2026-05-21,P1119,0.0949,5853.68,0,0
2026-05-22,P1119,0.0789,5957.54,0,0
2026-05-23,P1119,0.0619,6067.19,0,0
2026-05-24,P1119,0.0888,5893.25,0,0
2026-05-25,P1119,0.0564,6102.99,0,0
2026-05-26,P1119,0.0748,5983.91,0,0
2026-05-27,P1119,0.0994,5824.73,0,0
2026-05-28,P1119,0.0816,5940.09,0,0
2026-05-29,P1119,0.0896,5888.08,0,0
2026-05-30,P1119,0.0784,5960.69,0,0
2026-05-31,P1119,0.1098,5757.85,0,2
2026-06-01,P1119,0.0856,5913.86,0,0
2026-06-02,P1119,0.0811,5943.29,0,0
2026-06-03,P1119,0.0841,5923.99,0,0
2026-06-04,P1119,0.0845,5921.3,0,0
2026-06-05,P1119,0.0657,6042.9,0,2
2026-06-06,P1119,0.0927,5868.32,0,2
2026-06-07,P1119,0.1151,5723.07,0,0
2026-06-08,P1119,0.094,5859.87,0,1
2026-06-09,P1119,0.0776,5965.52,0,0
2026-06-10,P1119,0.102,5807.76,0,0
2026-06-11,P1119,0.0912,5877.81,0,0
2026-06-12,P1119,0.075,5982.57,0,0
2026-06-13,P1119,0.0867,5906.86,0,1
2026-06-14,P1119,0.0702,6013.65,0,0
2026-06-15,P1119,0.0558,6106.64,0,0
2026-06-16,P1119,0.09,5885.55,0,0
2026-06-17,P1119,0.0713,6006.64,0,1
2026-06-18,P1119,0.0898,5886.61,0,0
2026-06-19,P1119,0.0815,5940.83,0,0
2026-06-20,P1119,0.0844,5921.81,0,0
2026-06-21,P1119,0.0809,5944.59,0,0
2026-06-22,P1119,0.0702,6013.92,0,0
2026-06-23,P1119,0.0804,5947.61,0,0
2026-06-24,P1119,0.1139,5731.06,0,1
2026-06-25,P1119,0.0739,5989.5,0,0
2026-06-26,P1119,0.0689,6022.27,0,1
2026-06-27,P1119,0.067,6034.29,0,0
2026-06-28,P1119,0.0758,5977.29,0,2
2026-06-29,P1119,0.083,5931.19,0,0
2026-06-30,P1119,0.0852,5916.76,0,1
2026-07-01,P1119,0.0819,5937.95,0,1
2026-07-02,P1119,0.0665,6037.79,0,0
2026-07-03,P1119,0.0976,5836.64,0,0
2026-07-04,P1119,0.0839,5925.22,0,0
2026-07-05,P1119,0.0602,6078.12,0,1
2026-07-06,P1119,0.0619,6067.13,0,1
2026-07-07,P1119,0.0632,6058.86,0,0
2026-07-08,P1119,0.0786,5959.12,0,0
2026-07-09,P1119,0.1045,5791.73,0,0
2026-07-10,P1119,0.093,5865.96,0,0
2026-07-11,P1119,0.0656,6043.31,0,0
2026-07-12,P1119,0.0645,6050.36,0,0
2026-07-13,P1119,0.0622,6065.65,0,1
2026-07-14,P1119,0.0808,5944.84,0,0
2026-03-17,P1120,0.0305,4300.68,0,0
2026-03-18,P1120,0.0294,4305.85,0,1
2026-03-19,P1120,0.0144,4372.09,0,0
2026-03-20,P1120,0.0269,4316.96,0,1
2026-03-21,P1120,0.0254,4323.37,0,2
2026-03-22,P1120,0.0056,4411.52,0,1
2026-03-23,P1120,0.0267,4317.62,0,0
2026-03-24,P1120,0.0057,4410.95,0,0
2026-03-25,P1120,0.0464,4230.29,0,0
2026-03-26,P1120,0.0219,4338.96,0,1
2026-03-27,P1120,0.032,4294.01,0,0
2026-03-28,P1120,0.0297,4304.46,0,1
2026-03-29,P1120,0.0409,4254.84,0,0
2026-03-30,P1120,0.0188,4352.88,0,2
2026-03-31,P1120,0.0198,4348.11,0,0
2026-04-01,P1120,0.023,4334.26,0,1
2026-04-02,P1120,0.0219,4338.9,0,1
2026-04-03,P1120,0.0152,4368.59,0,1
2026-04-04,P1120,0.0133,4376.97,0,0
2026-04-05,P1120,0.0211,4342.44,0,0
2026-04-06,P1120,0.0194,4349.88,0,1
2026-04-07,P1120,0.0408,4255.26,0,1
2026-04-08,P1120,0.037,4272.15,0,0
2026-04-09,P1120,0.0,4436.16,0,0
2026-04-10,P1120,0.0,4436.16,0,0
2026-04-11,P1120,0.0499,4214.62,0,0
2026-04-12,P1120,0.0159,4365.6,0,2
2026-04-13,P1120,0.0142,4373.25,0,1
2026-04-14,P1120,0.0202,4346.41,0,2
2026-04-15,P1120,0.0225,4336.19,0,1
2026-04-16,P1120,0.0104,4390.12,0,4
2026-04-17,P1120,0.0202,4346.34,0,0
2026-04-18,P1120,0.0474,4226.0,0,1
2026-04-19,P1120,0.0292,4306.8,0,0
2026-04-20,P1120,0.0019,4427.77,0,0
2026-04-21,P1120,0.0,4436.16,0,1
2026-04-22,P1120,0.0458,4232.8,0,2
2026-04-23,P1120,0.0188,4352.64,0,1
2026-04-24,P1120,0.0275,4313.95,0,0
2026-04-25,P1120,0.0297,4304.31,0,1
2026-04-26,P1120,0.0314,4296.65,0,1
2026-04-27,P1120,0.0138,4375.02,0,1
2026-04-28,P1120,0.0127,4379.84,0,1
2026-04-29,P1120,0.3092,3064.63,1,4
2026-04-30,P1120,0.2297,3417.16,1,0
2026-05-01,P1120,0.2386,3377.77,1,1
2026-05-02,P1120,0.303,3092.06,1,1
2026-05-03,P1120,0.2086,3510.73,1,2
2026-05-04,P1120,0.2503,3325.66,1,4
2026-05-05,P1120,0.1699,3682.26,1,0
2026-05-06,P1120,0.2735,3222.73,1,0
2026-05-07,P1120,0.0149,4370.24,0,0
2026-05-08,P1120,0.0077,4402.1,0,0
2026-05-09,P1120,0.0,4436.16,0,0
2026-05-10,P1120,0.2457,3346.39,1,0
2026-05-11,P1120,0.2222,3450.42,1,1
2026-05-12,P1120,0.2174,3471.86,1,1
2026-05-13,P1120,0.2268,3430.13,1,2
2026-05-14,P1120,0.2986,3111.59,1,1
2026-05-15,P1120,0.1921,3583.82,1,3
2026-05-16,P1120,0.3428,2915.46,1,6
2026-05-17,P1120,0.0115,4385.09,0,0
2026-05-18,P1120,0.0357,4277.83,0,0
2026-05-19,P1120,0.026,4320.69,0,0
2026-05-20,P1120,0.0045,4416.23,0,0
2026-05-21,P1120,0.0174,4358.75,0,1
2026-05-22,P1120,0.0022,4426.5,0,1
2026-05-23,P1120,0.0422,4248.94,0,0
2026-05-24,P1120,0.0305,4301.02,0,0
2026-05-25,P1120,0.0287,4308.73,0,0
2026-05-26,P1120,0.0247,4326.4,0,0
2026-05-27,P1120,0.0507,4211.11,0,1
2026-05-28,P1120,0.0053,4412.73,0,0
2026-05-29,P1120,0.0336,4286.95,0,4
2026-05-30,P1120,0.02,4347.49,0,1
2026-05-31,P1120,0.0091,4395.72,0,0
2026-06-01,P1120,0.0097,4393.21,0,1
2026-06-02,P1120,0.0162,4364.33,0,0
2026-06-03,P1120,0.0075,4403.04,0,0
2026-06-04,P1120,0.0166,4362.63,0,1
2026-06-05,P1120,0.0133,4377.31,0,2
2026-06-06,P1120,0.0223,4337.06,0,2
2026-06-07,P1120,0.0204,4345.66,0,1
2026-06-08,P1120,0.0348,4281.93,0,1
2026-06-09,P1120,0.027,4316.34,0,3
2026-06-10,P1120,0.0266,4318.02,0,1
2026-06-11,P1120,0.0364,4274.5,0,1
2026-06-12,P1120,0.02,4347.52,0,2
2026-06-13,P1120,0.0293,4306.37,0,1
2026-06-14,P1120,0.0318,4294.99,0,1
2026-06-15,P1120,0.0,4436.16,0,1
2026-06-16,P1120,0.0435,4243.07,0,1
2026-06-17,P1120,0.0271,4316.15,0,0
2026-06-18,P1120,0.028,4312.09,0,0
2026-06-19,P1120,0.0318,4295.02,0,0
2026-06-20,P1120,0.0126,4380.47,0,0
2026-06-21,P1120,0.0485,4220.84,0,0
2026-06-22,P1120,0.0273,4315.23,0,1
2026-06-23,P1120,0.0316,4296.02,0,1
2026-06-24,P1120,0.0256,4322.66,0,0
2026-06-25,P1120,0.0083,4399.3,0,0
2026-06-26,P1120,0.0216,4340.24,0,0
2026-06-27,P1120,0.0077,4401.8,0,1
2026-06-28,P1120,0.0159,4365.65,0,0
2026-06-29,P1120,0.0273,4314.87,0,1
2026-06-30,P1120,0.0214,4341.26,0,0
2026-07-01,P1120,0.0362,4275.44,0,1
2026-07-02,P1120,0.0236,4331.46,0,0
2026-07-03,P1120,0.0379,4267.94,0,2
2026-07-04,P1120,0.0173,4359.32,0,2
2026-07-05,P1120,0.0228,4335.2,0,2
2026-07-06,P1120,0.02,4347.44,0,1
2026-07-07,P1120,0.0137,4375.36,0,0
2026-07-08,P1120,0.0421,4249.6,0,2
2026-07-09,P1120,0.0337,4286.44,0,1
2026-07-10,P1120,0.0088,4397.27,0,0
2026-07-11,P1120,0.0034,4421.29,0,2
2026-07-12,P1120,0.0105,4389.77,0,1
2026-07-13,P1120,0.0317,4295.44,0,0
2026-07-14,P1120,0.0425,4247.7,0,2
2026-03-17,P1121,0.1676,765.46,0,1
2026-03-18,P1121,0.3643,584.57,1,6
2026-03-19,P1121,0.427,526.95,1,7
2026-03-20,P1121,0.3378,608.94,1,3
2026-03-21,P1121,0.4199,533.47,1,9
2026-03-22,P1121,0.4399,515.04,1,9
2026-03-23,P1121,0.412,540.73,1,4
2026-03-24,P1121,0.1596,772.78,0,3
2026-03-25,P1121,0.1755,758.21,0,2
2026-03-26,P1121,0.1553,776.72,0,0
2026-03-27,P1121,0.1445,786.72,0,4
2026-03-28,P1121,0.1537,778.28,0,1
2026-03-29,P1121,0.1567,775.52,0,1
2026-03-30,P1121,0.1634,769.33,0,3
2026-03-31,P1121,0.1547,777.35,0,2
2026-04-01,P1121,0.1369,793.69,0,2
2026-04-02,P1121,0.171,762.31,0,1
2026-04-03,P1121,0.1476,783.81,0,5
2026-04-04,P1121,0.3938,557.45,1,13
2026-04-05,P1121,0.3996,552.08,1,9
2026-04-06,P1121,0.4063,545.92,1,5
2026-04-07,P1121,0.4104,542.22,1,2
2026-04-08,P1121,0.3612,587.44,1,6
2026-04-09,P1121,0.3527,595.25,1,7
2026-04-10,P1121,0.4138,539.08,1,8
2026-04-11,P1121,0.3025,641.45,1,3
2026-04-12,P1121,0.1547,777.28,0,1
2026-04-13,P1121,0.1649,767.91,0,4
2026-04-14,P1121,0.1349,795.49,0,3
2026-04-15,P1121,0.1836,750.71,0,4
2026-04-16,P1121,0.1415,789.43,0,3
2026-04-17,P1121,0.1524,779.48,0,2
2026-04-18,P1121,0.1742,759.43,0,2
2026-04-19,P1121,0.1675,765.59,0,2
2026-04-20,P1121,0.1754,758.27,0,3
2026-04-21,P1121,0.4825,475.85,1,9
2026-04-22,P1121,0.3729,576.65,1,4
2026-04-23,P1121,0.3992,552.45,1,6
2026-04-24,P1121,0.466,491.1,1,2
2026-04-25,P1121,0.3497,597.96,1,5
2026-04-26,P1121,0.1517,780.08,0,1
2026-04-27,P1121,0.1212,808.15,0,3
2026-04-28,P1121,0.1371,793.53,0,3
2026-04-29,P1121,0.1639,768.84,0,3
2026-04-30,P1121,0.1706,762.71,0,4
2026-05-01,P1121,0.1948,740.43,0,2
2026-05-02,P1121,0.1638,768.96,0,4
2026-05-03,P1121,0.1672,765.85,0,4
2026-05-04,P1121,0.1487,782.82,0,3
2026-05-05,P1121,0.1196,809.61,0,5
2026-05-06,P1121,0.1358,794.67,0,4
2026-05-07,P1121,0.147,784.42,0,2
2026-05-08,P1121,0.161,771.52,0,1
2026-05-09,P1121,0.1508,780.91,0,2
2026-05-10,P1121,0.157,775.2,0,3
2026-05-11,P1121,0.1686,764.53,0,1
2026-05-12,P1121,0.1429,788.16,0,2
2026-05-13,P1121,0.1783,755.62,0,6
2026-05-14,P1121,0.1679,765.17,0,1
2026-05-15,P1121,0.1637,769.06,0,1
2026-05-16,P1121,0.1466,784.75,0,2
2026-05-17,P1121,0.143,788.12,0,1
2026-05-18,P1121,0.1756,758.14,0,2
2026-05-19,P1121,0.155,777.05,0,3
